checked_items,tone,category
아동_장소_새로운 장소|아동_설명_먼저 보여주고 설명하면 잘 이해해요|아동_미리알림_전 날,strict,new_place
아동_장소_새로운 장소|아동_설명_먼저 보여주고 설명하면 잘 이해해요|일정_변수_낯선사람만남,strict,new_place
아동_장소_새로운 장소|아동_설명_그림이나 사진이 있으면 좋아요|아동_미리알림_전 날,strict,new_place
아동_장소_새로운 장소|아동_설명_그림이나 사진이 있으면 좋아요|일정_변수_낯선사람만남,strict,new_place
아동_장소_새로운 장소|아동_미리알림_전 날|일정_변수_낯선사람만남,strict,new_place
일정_장소_새로운장소|아동_설명_먼저 보여주고 설명하면 잘 이해해요|아동_설명_그림이나 사진이 있으면 좋아요,strict,new_place
일정_장소_새로운장소|아동_설명_먼저 보여주고 설명하면 잘 이해해요|아동_미리알림_전 날,strict,new_place
일정_장소_새로운장소|아동_설명_먼저 보여주고 설명하면 잘 이해해요|일정_변수_낯선사람만남,strict,new_place
일정_장소_새로운장소|아동_설명_그림이나 사진이 있으면 좋아요|아동_미리알림_전 날,strict,new_place
일정_장소_새로운장소|아동_설명_그림이나 사진이 있으면 좋아요|일정_변수_낯선사람만남,strict,new_place
일정_장소_새로운장소|아동_미리알림_전 날|일정_변수_낯선사람만남,strict,new_place
아동_설명_먼저 보여주고 설명하면 잘 이해해요|아동_설명_그림이나 사진이 있으면 좋아요|아동_미리알림_전 날,strict,new_place
아동_설명_먼저 보여주고 설명하면 잘 이해해요|아동_설명_그림이나 사진이 있으면 좋아요|일정_변수_낯선사람만남,strict,new_place
아동_설명_먼저 보여주고 설명하면 잘 이해해요|아동_미리알림_전 날|일정_변수_낯선사람만남,strict,new_place
아동_설명_그림이나 사진이 있으면 좋아요|아동_미리알림_전 날|일정_변수_낯선사람만남,strict,new_place
아동_장소_새로운 장소|일정_장소_새로운장소|아동_설명_먼저 보여주고 설명하면 잘 이해해요|아동_설명_그림이나 사진이 있으면 좋아요,strict,new_place
아동_장소_새로운 장소|일정_장소_새로운장소|아동_설명_먼저 보여주고 설명하면 잘 이해해요|아동_미리알림_전 날,strict,new_place
아동_장소_새로운 장소|일정_장소_새로운장소|아동_설명_먼저 보여주고 설명하면 잘 이해해요|일정_변수_낯선사람만남,strict,new_place
아동_장소_새로운 장소|일정_장소_새로운장소|아동_설명_그림이나 사진이 있으면 좋아요|아동_미리알림_전 날,strict,new_place
아동_장소_새로운 장소|일정_장소_새로운장소|아동_설명_그림이나 사진이 있으면 좋아요|일정_변수_낯선사람만남,strict,new_place
아동_장소_새로운 장소|일정_장소_새로운장소|아동_미리알림_전 날|일정_변수_낯선사람만남,strict,new_place
아동_장소_새로운 장소|아동_설명_먼저 보여주고 설명하면 잘 이해해요|아동_설명_그림이나 사진이 있으면 좋아요|아동_미리알림_전 날,strict,new_place
아동_장소_새로운 장소|아동_설명_먼저 보여주고 설명하면 잘 이해해요|아동_설명_그림이나 사진이 있으면 좋아요|일정_변수_낯선사람만남,strict,new_place
아동_장소_새로운 장소|아동_설명_먼저 보여주고 설명하면 잘 이해해요|아동_미리알림_전 날|일정_변수_낯선사람만남,strict,new_place
아동_장소_새로운 장소|아동_설명_그림이나 사진이 있으면 좋아요|아동_미리알림_전 날|일정_변수_낯선사람만남,strict,new_place
일정_장소_새로운장소|아동_설명_먼저 보여주고 설명하면 잘 이해해요|아동_설명_그림이나 사진이 있으면 좋아요|아동_미리알림_전 날,strict,new_place
일정_장소_새로운장소|아동_설명_먼저 보여주고 설명하면 잘 이해해요|아동_설명_그림이나 사진이 있으면 좋아요|일정_변수_낯선사람만남,strict,new_place
일정_장소_새로운장소|아동_설명_먼저 보여주고 설명하면 잘 이해해요|아동_미리알림_전 날|일정_변수_낯선사람만남,strict,new_place
일정_장소_새로운장소|아동_설명_그림이나 사진이 있으면 좋아요|아동_미리알림_전 날|일정_변수_낯선사람만남,strict,new_place
아동_설명_먼저 보여주고 설명하면 잘 이해해요|아동_설명_그림이나 사진이 있으면 좋아요|아동_미리알림_전 날|일정_변수_낯선사람만남,strict,new_place
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|일정_변수_규칙을지켜야함,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_규칙을지켜야함,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요,kind,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_규칙을지켜야함,kind,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함,kind,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함,kind,safety_rule
아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_규칙을지켜야함,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함,kind,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,kind,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|일정_변수_규칙을지켜야함,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_규칙을지켜야함,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요,strict,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_규칙을지켜야함,strict,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함,strict,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함,strict,safety_rule
아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_규칙을지켜야함,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_신호등/횡단보도 규칙을 어려워해요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_차도/차량 위험 인지를 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함,strict,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_신호등/횡단보도 규칙을 어려워해요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,strict,safety_rule
아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|일정_변수_규칙을지켜야함|일정_변수_보호자와분리상황있음,strict,safety_rule
일정_장소_마트방문|아동_장소_마트|일정_활동_구매또는계산있음,kind,shopping_public
일정_장소_마트방문|아동_장소_마트|일정_환경_사람많음,kind,shopping_public
일정_장소_마트방문|아동_장소_마트|아동_환경_대기,kind,shopping_public
일정_장소_마트방문|아동_장소_마트|아동_일정변화_기다리기,kind,shopping_public
일정_장소_마트방문|일정_활동_구매또는계산있음|일정_환경_사람많음,kind,shopping_public
일정_장소_마트방문|일정_활동_구매또는계산있음|아동_환경_대기,kind,shopping_public
일정_장소_마트방문|일정_활동_구매또는계산있음|아동_일정변화_기다리기,kind,shopping_public
일정_장소_마트방문|일정_환경_사람많음|아동_환경_대기,kind,shopping_public
일정_장소_마트방문|일정_환경_사람많음|아동_일정변화_기다리기,kind,shopping_public
일정_장소_마트방문|아동_환경_대기|아동_일정변화_기다리기,kind,shopping_public
아동_장소_마트|일정_활동_구매또는계산있음|일정_환경_사람많음,kind,shopping_public
아동_장소_마트|일정_활동_구매또는계산있음|아동_환경_대기,kind,shopping_public
아동_장소_마트|일정_활동_구매또는계산있음|아동_일정변화_기다리기,kind,shopping_public
아동_장소_마트|일정_환경_사람많음|아동_환경_대기,kind,shopping_public
아동_장소_마트|일정_환경_사람많음|아동_일정변화_기다리기,kind,shopping_public
아동_장소_마트|아동_환경_대기|아동_일정변화_기다리기,kind,shopping_public
일정_활동_구매또는계산있음|일정_환경_사람많음|아동_환경_대기,kind,shopping_public
일정_활동_구매또는계산있음|일정_환경_사람많음|아동_일정변화_기다리기,kind,shopping_public
일정_활동_구매또는계산있음|아동_환경_대기|아동_일정변화_기다리기,kind,shopping_public
일정_환경_사람많음|아동_환경_대기|아동_일정변화_기다리기,kind,shopping_public
일정_장소_마트방문|아동_장소_마트|일정_활동_구매또는계산있음|일정_환경_사람많음,kind,shopping_public
일정_장소_마트방문|아동_장소_마트|일정_활동_구매또는계산있음|아동_환경_대기,kind,shopping_public
일정_장소_마트방문|아동_장소_마트|일정_활동_구매또는계산있음|아동_일정변화_기다리기,kind,shopping_public
일정_장소_마트방문|아동_장소_마트|일정_환경_사람많음|아동_환경_대기,kind,shopping_public
일정_장소_마트방문|아동_장소_마트|일정_환경_사람많음|아동_일정변화_기다리기,kind,shopping_public
일정_장소_마트방문|아동_장소_마트|아동_환경_대기|아동_일정변화_기다리기,kind,shopping_public
일정_장소_마트방문|일정_활동_구매또는계산있음|일정_환경_사람많음|아동_환경_대기,kind,shopping_public
일정_장소_마트방문|일정_활동_구매또는계산있음|일정_환경_사람많음|아동_일정변화_기다리기,kind,shopping_public
일정_장소_마트방문|일정_활동_구매또는계산있음|아동_환경_대기|아동_일정변화_기다리기,kind,shopping_public
일정_장소_마트방문|일정_환경_사람많음|아동_환경_대기|아동_일정변화_기다리기,kind,shopping_public
아동_장소_마트|일정_활동_구매또는계산있음|일정_환경_사람많음|아동_환경_대기,kind,shopping_public
아동_장소_마트|일정_활동_구매또는계산있음|일정_환경_사람많음|아동_일정변화_기다리기,kind,shopping_public
아동_장소_마트|일정_활동_구매또는계산있음|아동_환경_대기|아동_일정변화_기다리기,kind,shopping_public
아동_장소_마트|일정_환경_사람많음|아동_환경_대기|아동_일정변화_기다리기,kind,shopping_public
일정_활동_구매또는계산있음|일정_환경_사람많음|아동_환경_대기|아동_일정변화_기다리기,kind,shopping_public
일정_장소_마트방문|아동_장소_마트|일정_활동_구매또는계산있음,strict,shopping_public
일정_장소_마트방문|아동_장소_마트|일정_환경_사람많음,strict,shopping_public
일정_장소_마트방문|아동_장소_마트|아동_환경_대기,strict,shopping_public
일정_장소_마트방문|아동_장소_마트|아동_일정변화_기다리기,strict,shopping_public
일정_장소_마트방문|일정_활동_구매또는계산있음|일정_환경_사람많음,strict,shopping_public
일정_장소_마트방문|일정_활동_구매또는계산있음|아동_환경_대기,strict,shopping_public
일정_장소_마트방문|일정_활동_구매또는계산있음|아동_일정변화_기다리기,strict,shopping_public
일정_장소_마트방문|일정_환경_사람많음|아동_환경_대기,strict,shopping_public
일정_장소_마트방문|일정_환경_사람많음|아동_일정변화_기다리기,strict,shopping_public
일정_장소_마트방문|아동_환경_대기|아동_일정변화_기다리기,strict,shopping_public
아동_장소_마트|일정_활동_구매또는계산있음|일정_환경_사람많음,strict,shopping_public
아동_장소_마트|일정_활동_구매또는계산있음|아동_환경_대기,strict,shopping_public
아동_장소_마트|일정_활동_구매또는계산있음|아동_일정변화_기다리기,strict,shopping_public
아동_장소_마트|일정_환경_사람많음|아동_환경_대기,strict,shopping_public
아동_장소_마트|일정_환경_사람많음|아동_일정변화_기다리기,strict,shopping_public
아동_장소_마트|아동_환경_대기|아동_일정변화_기다리기,strict,shopping_public
일정_활동_구매또는계산있음|일정_환경_사람많음|아동_환경_대기,strict,shopping_public
일정_활동_구매또는계산있음|일정_환경_사람많음|아동_일정변화_기다리기,strict,shopping_public
일정_활동_구매또는계산있음|아동_환경_대기|아동_일정변화_기다리기,strict,shopping_public
일정_환경_사람많음|아동_환경_대기|아동_일정변화_기다리기,strict,shopping_public
일정_장소_마트방문|아동_장소_마트|일정_활동_구매또는계산있음|일정_환경_사람많음,strict,shopping_public
일정_장소_마트방문|아동_장소_마트|일정_활동_구매또는계산있음|아동_환경_대기,strict,shopping_public
일정_장소_마트방문|아동_장소_마트|일정_활동_구매또는계산있음|아동_일정변화_기다리기,strict,shopping_public
일정_장소_마트방문|아동_장소_마트|일정_환경_사람많음|아동_환경_대기,strict,shopping_public
일정_장소_마트방문|아동_장소_마트|일정_환경_사람많음|아동_일정변화_기다리기,strict,shopping_public
일정_장소_마트방문|아동_장소_마트|아동_환경_대기|아동_일정변화_기다리기,strict,shopping_public
일정_장소_마트방문|일정_활동_구매또는계산있음|일정_환경_사람많음|아동_환경_대기,strict,shopping_public
일정_장소_마트방문|일정_활동_구매또는계산있음|일정_환경_사람많음|아동_일정변화_기다리기,strict,shopping_public
일정_장소_마트방문|일정_활동_구매또는계산있음|아동_환경_대기|아동_일정변화_기다리기,strict,shopping_public
일정_장소_마트방문|일정_환경_사람많음|아동_환경_대기|아동_일정변화_기다리기,strict,shopping_public
아동_장소_마트|일정_활동_구매또는계산있음|일정_환경_사람많음|아동_환경_대기,strict,shopping_public
아동_장소_마트|일정_활동_구매또는계산있음|일정_환경_사람많음|아동_일정변화_기다리기,strict,shopping_public
아동_장소_마트|일정_활동_구매또는계산있음|아동_환경_대기|아동_일정변화_기다리기,strict,shopping_public
아동_장소_마트|일정_환경_사람많음|아동_환경_대기|아동_일정변화_기다리기,strict,shopping_public
일정_활동_구매또는계산있음|일정_환경_사람많음|아동_환경_대기|아동_일정변화_기다리기,strict,shopping_public
일정_장소_공공기관방문|일정_장소_야외활동|아동_장소_놀이공원,kind,public_place
일정_장소_공공기관방문|일정_장소_야외활동|아동_장소_영화관/공연장,kind,public_place
일정_장소_공공기관방문|일정_장소_야외활동|일정_환경_사람많음,kind,public_place
일정_장소_공공기관방문|일정_장소_야외활동|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요,kind,public_place
일정_장소_공공기관방문|아동_장소_놀이공원|아동_장소_영화관/공연장,kind,public_place
일정_장소_공공기관방문|아동_장소_놀이공원|일정_환경_사람많음,kind,public_place
일정_장소_공공기관방문|아동_장소_놀이공원|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요,kind,public_place
일정_장소_공공기관방문|아동_장소_영화관/공연장|일정_환경_사람많음,kind,public_place
일정_장소_공공기관방문|아동_장소_영화관/공연장|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요,kind,public_place
일정_장소_공공기관방문|일정_환경_사람많음|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요,kind,public_place
일정_장소_야외활동|아동_장소_놀이공원|아동_장소_영화관/공연장,kind,public_place
일정_장소_야외활동|아동_장소_놀이공원|일정_환경_사람많음,kind,public_place
일정_장소_야외활동|아동_장소_놀이공원|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요,kind,public_place
일정_장소_야외활동|아동_장소_영화관/공연장|일정_환경_사람많음,kind,public_place
일정_장소_야외활동|아동_장소_영화관/공연장|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요,kind,public_place
일정_장소_야외활동|일정_환경_사람많음|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요,kind,public_place
아동_장소_놀이공원|아동_장소_영화관/공연장|일정_환경_사람많음,kind,public_place
아동_장소_놀이공원|아동_장소_영화관/공연장|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요,kind,public_place
아동_장소_놀이공원|일정_환경_사람많음|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요,kind,public_place
아동_장소_영화관/공연장|일정_환경_사람많음|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요,kind,public_place
일정_장소_공공기관방문|일정_장소_야외활동|아동_장소_놀이공원|아동_장소_영화관/공연장,kind,public_place
일정_장소_공공기관방문|일정_장소_야외활동|아동_장소_놀이공원|일정_환경_사람많음,kind,public_place
일정_장소_공공기관방문|일정_장소_야외활동|아동_장소_놀이공원|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요,kind,public_place
일정_장소_공공기관방문|일정_장소_야외활동|아동_장소_영화관/공연장|일정_환경_사람많음,kind,public_place
일정_장소_공공기관방문|일정_장소_야외활동|아동_장소_영화관/공연장|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요,kind,public_place
일정_장소_공공기관방문|일정_장소_야외활동|일정_환경_사람많음|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요,kind,public_place
일정_장소_공공기관방문|아동_장소_놀이공원|아동_장소_영화관/공연장|일정_환경_사람많음,kind,public_place
일정_장소_공공기관방문|아동_장소_놀이공원|아동_장소_영화관/공연장|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요,kind,public_place
일정_장소_공공기관방문|아동_장소_놀이공원|일정_환경_사람많음|아동_외출주의_낯선 사람을 쉽게 따라갈 수 있어요,kind,public_place
